,Unnamed: 0,userName,score,at,content,sentiment_label,lower_content,clean_content,tokenized,stemmed,removed_stopwords,replace_slang,final
522,522,Regita Pangaribuan,1,2024-02-01 04:37:50,"Serius dah, ribet pakai kali padahal hanya perpanjangan SKCK sdh itu pengisian aplikasinya bolak-balik disitu-situ aja. Pokoknya ribetttttttt pakai kaliiiiiii.",0,"serius dah, ribet pakai kali padahal hanya perpanjangan skck sdh itu pengisian aplikasinya bolak-balik disitu-situ aja. pokoknya ribetttttttt pakai kaliiiiiii.",serius dah  ribet pakai kali padahal hanya perpanjangan skck sdh itu pengisian aplikasinya bolak balik disitu situ aja  pokoknya ribetttttttt pakai kaliiiiiii ,"['serius', 'dah', 'ribet', 'pakai', 'kali', 'padahal', 'hanya', 'perpanjangan', 'skck', 'sdh', 'itu', 'pengisian', 'aplikasinya', 'bolak', 'balik', 'disitu', 'situ', 'aja', 'pokoknya', 'ribetttttttt', 'pakai', 'kaliiiiiii']","['serius', 'dah', 'ribet', 'pakai', 'kali', 'padahal', 'hanya', 'panjang', 'skck', 'sdh', 'itu', 'isi', 'aplikasi', 'bolak', 'balik', 'situ', 'situ', 'aja', 'pokok', 'ribetttttttt', 'pakai', 'kaliiiiiii']","['serius', 'dah', 'ribet', 'pakai', 'kali', 'sdh', 'isi', 'aplikasi', 'situ', 'situ', 'aja', 'pokok', 'ribetttttttt', 'pakai', 'kaliiiiiii']","['serius', 'deh', 'sulit', 'pakai', 'kali', 'sudah', 'isi', 'aplikasi', 'situ', 'situ', 'saja', 'pokok', 'sulit', 'pakai', 'kali']",serius deh sulit pakai kali sudah isi aplikasi situ situ saja pokok sulit pakai kali
523,523,Hasita sita,1,2024-02-01 03:51:55,"Lelet, paling parahnya mw bikin skck udh pke beberapa email tetep aja ga bisa. Mw bikn dri poldanya aja disuruh download app nya, tpi app nya kayak gini",0,"lelet, paling parahnya mw bikin skck udh pke beberapa email tetep aja ga bisa. mw bikn dri poldanya aja disuruh download app nya, tpi app nya kayak gini",lelet  paling parahnya mw bikin skck udh pke beberapa email tetep aja ga bisa  mw bikn dri poldanya aja disuruh download app nya  tpi app nya kayak gini,"['lelet', 'paling', 'parahnya', 'mw', 'bikin', 'skck', 'udh', 'pke', 'beberapa', 'email', 'tetep', 'aja', 'ga', 'bisa', 'mw', 'bikn', 'dri', 'poldanya', 'aja', 'disuruh', 'download', 'app', 'nya', 'tpi', 'app', 'nya', 'kayak', 'gini']","['lelet', 'paling', 'parah', 'mw', 'bikin', 'skck', 'udh', 'pke', 'beberapa', 'email', 'tetep', 'aja', 'ga', 'bisa', 'mw', 'bikn', 'dri', 'poldanya', 'aja', 'suruh', 'download', 'app', 'nya', 'tpi', 'app', 'nya', 'kayak', 'gini']","['lelet', 'parah', 'mw', 'bikin', 'udh', 'pke', 'email', 'tetep', 'aja', 'ga', 'mw', 'bikn', 'dri', 'aja', 'suruh', 'download', 'app', 'tpi', 'app', 'kayak', 'gini']","['lambat', 'parah', 'mau', 'bikin', 'sudah', 'pakai', 'email', 'tetap', 'saja', 'tidak', 'mau', 'bikn', 'dari', 'saja', 'suruh', 'unduh', 'apa', 'tapi', 'apa', 'seperti', 'gini']",lambat parah mau bikin sudah pakai email tetap saja tidak mau bikn dari saja suruh unduh apa tapi apa seperti gini
524,524,Gilang Firdaus,1,2024-02-01 03:49:00,"Baru mau daftar akun ajah udah susah. Kode OTP verifikasi udah diminta berkali-kali ngga ada yg masuk. Udah gitu dokumen fisik masih perlu dibawa juga saat pengurusan. Proses jadi jauh memakan waktu, pemanfaatan teknologi nya bukan membantu malah meyulitkan",0,"baru mau daftar akun ajah udah susah. kode otp verifikasi udah diminta berkali-kali ngga ada yg masuk. udah gitu dokumen fisik masih perlu dibawa juga saat pengurusan. proses jadi jauh memakan waktu, pemanfaatan teknologi nya bukan membantu malah meyulitkan",baru mau daftar akun ajah udah susah  kode otp verifikasi udah diminta berkali kali ngga ada yg masuk  udah gitu dokumen fisik masih perlu dibawa juga saat pengurusan  proses jadi jauh memakan waktu  pemanfaatan teknologi nya bukan membantu malah meyulitkan,"['baru', 'mau', 'daftar', 'akun', 'ajah', 'udah', 'susah', 'kode', 'otp', 'verifikasi', 'udah', 'diminta', 'berkali', 'kali', 'ngga', 'ada', 'yg', 'masuk', 'udah', 'gitu', 'dokumen', 'fisik', 'masih', 'perlu', 'dibawa', 'juga', 'saat', 'pengurusan', 'proses', 'jadi', 'jauh', 'memakan', 'waktu', 'pemanfaatan', 'teknologi', 'nya', 'bukan', 'membantu', 'malah', 'meyulitkan']","['baru', 'mau', 'daftar', 'akun', 'ajah', 'udah', 'susah', 'kode', 'otp', 'verifikasi', 'udah', 'minta', 'kali', 'kali', 'ngga', 'ada', 'yg', 'masuk', 'udah', 'gitu', 'dokumen', 'fisik', 'masih', 'perlu', 'bawa', 'juga', 'saat', 'urus', 'proses', 'jadi', 'jauh', 'makan', 'waktu', 'manfaat', 'teknologi', 'nya', 'bukan', 'bantu', 'malah', 'meyulitkan']","['daftar', 'akun', 'ajah', 'udah', 'susah', 'kode', 'otp', 'verifikasi', 'udah', 'kali', 'kali', 'ngga', 'yg', 'masuk', 'udah', 'gitu', 'dokumen', 'fisik', 'bawa', 'urus', 'proses', 'makan', 'manfaat', 'teknologi', 'bantu', 'meyulitkan']","['daftar', 'akun', 'saja', 'sudah', 'sulit', 'kode', 'otp', 'verifikasi', 'sudah', 'kali', 'kali', 'tidak', 'yang', 'masuk', 'sudah', 'begitu', 'dokumen', 'fisik', 'bawa', 'urus', 'proses', 'makan', 'manfaat', 'teknologi', 'bantu', 'meyulitkan']",daftar akun saja sudah sulit kode otp verifikasi sudah kali kali tidak yang masuk sudah begitu dokumen fisik bawa urus proses makan manfaat teknologi bantu meyulitkan
525,525,Brygita Dina Ireyne Lumi,2,2024-02-01 03:26:48,Mohon verifikasi kode dikirim secepatnya pak/ibu polisi,0,mohon verifikasi kode dikirim secepatnya pak/ibu polisi,mohon verifikasi kode dikirim secepatnya pak ibu polisi,"['mohon', 'verifikasi', 'kode', 'dikirim', 'secepatnya', 'pak', 'ibu', 'polisi']","['mohon', 'verifikasi', 'kode', 'kirim', 'cepat', 'pak', 'ibu', 'polisi']","['mohon', 'verifikasi', 'kode', 'kirim', 'cepat']","['mohon', 'verifikasi', 'kode', 'kirim', 'cepat']",mohon verifikasi kode kirim cepat
526,526,Septiana Eka Saputri,1,2024-02-01 02:51:24,"DAFTAR AKUN BARU GABISA, RIBET BAT COK, LEBIH ENAK DI WEB NYA DARIPADA APPNYA, MANA CS NYA SLOW RESPON BAT, GA NGEBANTU APA², NI YG BUAT APKNYA MAU KU SANTET AJA APA GIMANA?? KALO GABISA BIKIN YG BERGUNA, TOLONG HAPUS AJA PIHAK PLAYSTORE, MERUGIKAN ORANG YG BUTUH, NGASIH HARAPAN PALSU EGE",0,"daftar akun baru gabisa, ribet bat cok, lebih enak di web nya daripada appnya, mana cs nya slow respon bat, ga ngebantu apa², ni yg buat apknya mau ku santet aja apa gimana?? kalo gabisa bikin yg berguna, tolong hapus aja pihak playstore, merugikan orang yg butuh, ngasih harapan palsu ege",daftar akun baru gabisa  ribet bat cok  lebih enak di web nya daripada appnya  mana cs nya slow respon bat  ga ngebantu apa   ni yg buat apknya mau ku santet aja apa gimana   kalo gabisa bikin yg berguna  tolong hapus aja pihak playstore  merugikan orang yg butuh  ngasih harapan palsu ege,"['daftar', 'akun', 'baru', 'gabisa', 'ribet', 'bat', 'cok', 'lebih', 'enak', 'di', 'web', 'nya', 'daripada', 'appnya', 'mana', 'cs', 'nya', 'slow', 'respon', 'bat', 'ga', 'ngebantu', 'apa', 'ni', 'yg', 'buat', 'apknya', 'mau', 'ku', 'santet', 'aja', 'apa', 'gimana', 'kalo', 'gabisa', 'bikin', 'yg', 'berguna', 'tolong', 'hapus', 'aja', 'pihak', 'playstore', 'merugikan', 'orang', 'yg', 'butuh', 'ngasih', 'harapan', 'palsu', 'ege']","['daftar', 'akun', 'baru', 'gabisa', 'ribet', 'bat', 'cok', 'lebih', 'enak', 'di', 'web', 'nya', 'daripada', 'appnya', 'mana', 'cs', 'nya', 'slow', 'respon', 'bat', 'ga', 'ngebantu', 'apa', 'ni', 'yg', 'buat', 'apknya', 'mau', 'ku', 'santet', 'aja', 'apa', 'gimana', 'kalo', 'gabisa', 'bikin', 'yg', 'guna', 'tolong', 'hapus', 'aja', 'pihak', 'playstore', 'rugi', 'orang', 'yg', 'butuh', 'ngasih', 'harap', 'palsu', 'ege']","['daftar', 'akun', 'gabisa', 'ribet', 'bat', 'enak', 'web', 'appnya', 'cs', 'slow', 'respon', 'bat', 'ga', 'ngebantu', 'ni', 'yg', 'apknya', 'santet', 'aja', 'gimana', 'kalo', 'gabisa', 'bikin', 'yg', 'tolong', 'hapus', 'aja', 'rugi', 'orang', 'yg', 'butuh', 'ngasih', 'harap', 'palsu']","['daftar', 'akun', 'tidak', 'bisa', 'sulit', 'banget', 'enak', 'web', 'aplikasi', 'admin', 'lambat', 'respon', 'banget', 'tidak', 'bantu', 'nih', 'yang', 'aplikasi', 'santet', 'saja', 'bagaimana', 'kalau', 'tidak', 'bisa', 'bikin', 'yang', 'tolong', 'hapus', 'saja', 'rugi', 'orang', 'yang', 'butuh', 'mengasih', 'harap', 'palsu']",daftar akun tidak bisa sulit banget enak web aplikasi admin lambat respon banget tidak bantu nih yang aplikasi santet saja bagaimana kalau tidak bisa bikin yang tolong hapus saja rugi orang yang butuh mengasih harap palsu
527,527,Ri Sa'idnur,1,2024-02-01 02:28:48,Verifikasi ulang kodenya lama banget broo... Udah ngulang 5x ga masuk masuk,0,verifikasi ulang kodenya lama banget broo... udah ngulang 5x ga masuk masuk,verifikasi ulang kodenya lama banget broo    udah ngulang  x ga masuk masuk,"['verifikasi', 'ulang', 'kodenya', 'lama', 'banget', 'broo', 'udah', 'ngulang', 'x', 'ga', 'masuk', 'masuk']","['verifikasi', 'ulang', 'kode', 'lama', 'banget', 'broo', 'udah', 'ngulang', 'x', 'ga', 'masuk', 'masuk']","['verifikasi', 'ulang', 'kode', 'banget', 'udah', 'ngulang', 'x', 'ga', 'masuk', 'masuk']","['verifikasi', 'ulang', 'kode', 'banget', 'sudah', 'ngulang', 'kali', 'tidak', 'masuk', 'masuk']",verifikasi ulang kode banget sudah ngulang kali tidak masuk masuk
528,528,Hadi Dulfikri,2,2024-02-01 02:27:32,OTP tidak masuk-masuk ke emakl,0,otp tidak masuk-masuk ke emakl,otp tidak masuk masuk ke emakl,"['otp', 'tidak', 'masuk', 'masuk', 'ke', 'emakl']","['otp', 'tidak', 'masuk', 'masuk', 'ke', 'emakl']","['otp', 'tidak', 'masuk', 'masuk', 'emakl']","['otp', 'tidak', 'masuk', 'masuk', 'email']",otp tidak masuk masuk email
529,529,izza wildan ridhoni,1,2024-02-01 00:51:44,aplikasinya gak jalan,0,aplikasinya gak jalan,aplikasinya gak jalan,"['aplikasinya', 'gak', 'jalan']","['aplikasi', 'gak', 'jalan']","['aplikasi', 'gak', 'jalan']","['aplikasi', 'tidak', 'jalan']",aplikasi tidak jalan
530,530,Robianto Dwi Cahya,1,2024-01-31 23:53:33,Susah amat dapetin otp,0,susah amat dapetin otp,susah amat dapetin otp,"['susah', 'amat', 'dapetin', 'otp']","['susah', 'amat', 'dapetin', 'otp']","['susah', 'dapetin', 'otp']","['sulit', 'mendapatkan', 'otp']",sulit mendapatkan otp
531,531,Andi Grozs,5,2024-01-31 15:08:48,Aplikasi yang bantu banget bisa buat memperpanjang SIM ngurus STNK fitur nya juga udah lumayan semoga lebih berguna lagi kedepannya,1,aplikasi yang bantu banget bisa buat memperpanjang sim ngurus stnk fitur nya juga udah lumayan semoga lebih berguna lagi kedepannya,aplikasi yang bantu banget bisa buat memperpanjang sim ngurus stnk fitur nya juga udah lumayan semoga lebih berguna lagi kedepannya,"['aplikasi', 'yang', 'bantu', 'banget', 'bisa', 'buat', 'memperpanjang', 'sim', 'ngurus', 'stnk', 'fitur', 'nya', 'juga', 'udah', 'lumayan', 'semoga', 'lebih', 'berguna', 'lagi', 'kedepannya']","['aplikasi', 'yang', 'bantu', 'banget', 'bisa', 'buat', 'panjang', 'sim', 'ngurus', 'stnk', 'fitur', 'nya', 'juga', 'udah', 'lumayan', 'moga', 'lebih', 'guna', 'lagi', 'depan']","['aplikasi', 'bantu', 'banget', 'ngurus', 'fitur', 'udah', 'lumayan', 'moga']","['aplikasi', 'bantu', 'banget', 'mengurus', 'fitur', 'sudah', 'lumayan', 'moga']",aplikasi bantu banget mengurus fitur sudah lumayan moga
532,532,ANDRIAN PRASETYA SIMANJUNTAK,5,2024-01-31 14:30:57,respon aplikasi bagus dan mempermudah saya dalam hal pengurusan,1,respon aplikasi bagus dan mempermudah saya dalam hal pengurusan,respon aplikasi bagus dan mempermudah saya dalam hal pengurusan,"['respon', 'aplikasi', 'bagus', 'dan', 'mempermudah', 'saya', 'dalam', 'hal', 'pengurusan']","['respon', 'aplikasi', 'bagus', 'dan', 'mudah', 'saya', 'dalam', 'hal', 'urus']","['respon', 'aplikasi', 'bagus', 'mudah', 'urus']","['respon', 'aplikasi', 'bagus', 'mudah', 'urus']",respon aplikasi bagus mudah urus
533,533,Xaraavy S,5,2024-01-31 14:25:30,apknya mantap banget mempermudah buat pengurusan,1,apknya mantap banget mempermudah buat pengurusan,apknya mantap banget mempermudah buat pengurusan,"['apknya', 'mantap', 'banget', 'mempermudah', 'buat', 'pengurusan']","['apknya', 'mantap', 'banget', 'mudah', 'buat', 'urus']","['apknya', 'mantap', 'banget', 'mudah', 'urus']","['aplikasi', 'mantap', 'banget', 'mudah', 'urus']",aplikasi mantap banget mudah urus
534,534,Bima IP,1,2024-01-31 13:59:24,Hati2 ni apkasi gosting pembayaran onlime ditolak dk berlaku dipolres2 setempat. Candi sidoarjo bukti pembayaran online ditolak mereka punya norek sendiri. Lapor minta surat kuasa jika bukti pembayaran online ini sah jg tak ad respon diapk ini. Tolong bantuin pak,0,hati2 ni apkasi gosting pembayaran onlime ditolak dk berlaku dipolres2 setempat. candi sidoarjo bukti pembayaran online ditolak mereka punya norek sendiri. lapor minta surat kuasa jika bukti pembayaran online ini sah jg tak ad respon diapk ini. tolong bantuin pak,hati  ni apkasi gosting pembayaran onlime ditolak dk berlaku dipolres  setempat  candi sidoarjo bukti pembayaran online ditolak mereka punya norek sendiri  lapor minta surat kuasa jika bukti pembayaran online ini sah jg tak ad respon diapk ini  tolong bantuin pak,"['hati', 'ni', 'apkasi', 'gosting', 'pembayaran', 'onlime', 'ditolak', 'dk', 'berlaku', 'dipolres', 'setempat', 'candi', 'sidoarjo', 'bukti', 'pembayaran', 'online', 'ditolak', 'mereka', 'punya', 'norek', 'sendiri', 'lapor', 'minta', 'surat', 'kuasa', 'jika', 'bukti', 'pembayaran', 'online', 'ini', 'sah', 'jg', 'tak', 'ad', 'respon', 'diapk', 'ini', 'tolong', 'bantuin', 'pak']","['hati', 'ni', 'apkasi', 'gosting', 'bayar', 'onlime', 'tolak', 'dk', 'laku', 'dipolres', 'tempat', 'candi', 'sidoarjo', 'bukti', 'bayar', 'online', 'tolak', 'mereka', 'punya', 'norek', 'sendiri', 'lapor', 'minta', 'surat', 'kuasa', 'jika', 'bukti', 'bayar', 'online', 'ini', 'sah', 'jg', 'tak', 'ad', 'respon', 'diapk', 'ini', 'tolong', 'bantuin', 'pak']","['hati', 'ni', 'apkasi', 'gosting', 'bayar', 'onlime', 'tolak', 'dk', 'laku', 'dipolres', 'candi', 'bukti', 'bayar', 'online', 'tolak', 'norek', 'lapor', 'surat', 'kuasa', 'bukti', 'bayar', 'online', 'sah', 'jg', 'ad', 'respon', 'diapk', 'tolong', 'bantuin']","['hati', 'nih', 'apkasi', 'gosting', 'bayar', 'daring', 'tolak', 'dk', 'laku', 'dipolres', 'candi', 'bukti', 'bayar', 'online', 'tolak', 'norek', 'lapor', 'surat', 'kuasa', 'bukti', 'bayar', 'online', 'sah', 'juga', 'ada', 'respon', 'aplikasi', 'tolong', 'bantuin']",hati nih apkasi gosting bayar daring tolak dk laku dipolres candi bukti bayar online tolak norek lapor surat kuasa bukti bayar online sah juga ada respon aplikasi tolong bantuin
535,535,Dita ramadani,5,2024-01-31 13:32:00,aplikasi nya keren fitur nya ngk lelet mudah dibuka juga bagus deh,1,aplikasi nya keren fitur nya ngk lelet mudah dibuka juga bagus deh,aplikasi nya keren fitur nya ngk lelet mudah dibuka juga bagus deh,"['aplikasi', 'nya', 'keren', 'fitur', 'nya', 'ngk', 'lelet', 'mudah', 'dibuka', 'juga', 'bagus', 'deh']","['aplikasi', 'nya', 'keren', 'fitur', 'nya', 'ngk', 'lelet', 'mudah', 'buka', 'juga', 'bagus', 'deh']","['aplikasi', 'keren', 'fitur', 'ngk', 'lelet', 'mudah', 'buka', 'bagus']","['aplikasi', 'keren', 'fitur', 'tidak', 'lambat', 'mudah', 'buka', 'bagus']",aplikasi keren fitur tidak lambat mudah buka bagus
536,536,Ceha25 Rayy,5,2024-01-31 13:25:11,"aplikasinya mudah digunakan, fiturnya lengkap, sekarang kalau mau urus² surat gak perlu keluar rumah.",1,"aplikasinya mudah digunakan, fiturnya lengkap, sekarang kalau mau urus² surat gak perlu keluar rumah.",aplikasinya mudah digunakan  fiturnya lengkap  sekarang kalau mau urus  surat gak perlu keluar rumah ,"['aplikasinya', 'mudah', 'digunakan', 'fiturnya', 'lengkap', 'sekarang', 'kalau', 'mau', 'urus', 'surat', 'gak', 'perlu', 'keluar', 'rumah']","['aplikasi', 'mudah', 'guna', 'fiturnya', 'lengkap', 'sekarang', 'kalau', 'mau', 'urus', 'surat', 'gak', 'perlu', 'keluar', 'rumah']","['aplikasi', 'mudah', 'fiturnya', 'lengkap', 'urus', 'surat', 'gak', 'rumah']","['aplikasi', 'mudah', 'fiturnya', 'bagus', 'urus', 'surat', 'tidak', 'rumah']",aplikasi mudah fiturnya bagus urus surat tidak rumah
537,537,Danish Alfa,5,2024-01-31 12:51:28,Aplikasi ini membuat saya merasa nyaman Mudah digunakan dan simpel sangat recommended banget,1,aplikasi ini membuat saya merasa nyaman mudah digunakan dan simpel sangat recommended banget,aplikasi ini membuat saya merasa nyaman mudah digunakan dan simpel sangat recommended banget,"['aplikasi', 'ini', 'membuat', 'saya', 'merasa', 'nyaman', 'mudah', 'digunakan', 'dan', 'simpel', 'sangat', 'recommended', 'banget']","['aplikasi', 'ini', 'buat', 'saya', 'rasa', 'nyaman', 'mudah', 'guna', 'dan', 'simpel', 'sangat', 'recommended', 'banget']","['aplikasi', 'nyaman', 'mudah', 'simpel', 'recommended', 'banget']","['aplikasi', 'nyaman', 'mudah', 'simpel', 'rekomendasi', 'banget']",aplikasi nyaman mudah simpel rekomendasi banget
538,538,Ginanjar Andy,1,2024-01-31 12:42:06,"Kerjanya ngapain ya, cuma minta kode otp 100x aja gk muncul",0,"kerjanya ngapain ya, cuma minta kode otp 100x aja gk muncul",kerjanya ngapain ya  cuma minta kode otp    x aja gk muncul,"['kerjanya', 'ngapain', 'ya', 'cuma', 'minta', 'kode', 'otp', 'x', 'aja', 'gk', 'muncul']","['kerja', 'ngapain', 'ya', 'cuma', 'minta', 'kode', 'otp', 'x', 'aja', 'gk', 'muncul']","['kerja', 'ngapain', 'ya', 'kode', 'otp', 'x', 'aja', 'gk', 'muncul']","['kerja', 'mengapai', 'ya', 'kode', 'otp', 'kali', 'saja', 'tidak', 'muncul']",kerja mengapai ya kode otp kali saja tidak muncul
539,539,Faaiz gamer,5,2024-01-31 12:17:54,"Memberika layanan yg bagus dan membantu sekali, lanjut hilirisasi digital Indonesia mantap",1,"memberika layanan yg bagus dan membantu sekali, lanjut hilirisasi digital indonesia mantap",memberika layanan yg bagus dan membantu sekali  lanjut hilirisasi digital indonesia mantap,"['memberika', 'layanan', 'yg', 'bagus', 'dan', 'membantu', 'sekali', 'lanjut', 'hilirisasi', 'digital', 'indonesia', 'mantap']","['memberika', 'layan', 'yg', 'bagus', 'dan', 'bantu', 'sekali', 'lanjut', 'hilir', 'digital', 'indonesia', 'mantap']","['memberika', 'layan', 'yg', 'bagus', 'bantu', 'hilir', 'digital', 'indonesia', 'mantap']","['memberika', 'layan', 'yang', 'bagus', 'bantu', 'hilir', 'digital', 'indonesia', 'mantap']",memberika layan yang bagus bantu hilir digital indonesia mantap
540,540,Lukman 1007,5,2024-01-31 11:42:33,"Aplikasinya sangat membantu, dan gampang digunakan, bisa juga buat ngurus sim dan stnk, aplikasinya juga ga berat, recommend bgt pokoknya👍👍👍",1,"aplikasinya sangat membantu, dan gampang digunakan, bisa juga buat ngurus sim dan stnk, aplikasinya juga ga berat, recommend bgt pokoknya👍👍👍",aplikasinya sangat membantu  dan gampang digunakan  bisa juga buat ngurus sim dan stnk  aplikasinya juga ga berat  recommend bgt pokoknya   ,"['aplikasinya', 'sangat', 'membantu', 'dan', 'gampang', 'digunakan', 'bisa', 'juga', 'buat', 'ngurus', 'sim', 'dan', 'stnk', 'aplikasinya', 'juga', 'ga', 'berat', 'recommend', 'bgt', 'pokoknya']","['aplikasi', 'sangat', 'bantu', 'dan', 'gampang', 'guna', 'bisa', 'juga', 'buat', 'ngurus', 'sim', 'dan', 'stnk', 'aplikasi', 'juga', 'ga', 'berat', 'recommend', 'bgt', 'pokok']","['aplikasi', 'bantu', 'gampang', 'ngurus', 'aplikasi', 'ga', 'berat', 'recommend', 'bgt', 'pokok']","['aplikasi', 'bantu', 'mudah', 'mengurus', 'aplikasi', 'tidak', 'berat', 'rekomendasi', 'banget', 'pokok']",aplikasi bantu mudah mengurus aplikasi tidak berat rekomendasi banget pokok
541,541,M Kurniadi,1,2024-01-31 11:40:51,sudah diulang ulang kenapa kode OTP gak muncul muncul dan udh nunggu lama sama saja gak bisa,0,sudah diulang ulang kenapa kode otp gak muncul muncul dan udh nunggu lama sama saja gak bisa,sudah diulang ulang kenapa kode otp gak muncul muncul dan udh nunggu lama sama saja gak bisa,"['sudah', 'diulang', 'ulang', 'kenapa', 'kode', 'otp', 'gak', 'muncul', 'muncul', 'dan', 'udh', 'nunggu', 'lama', 'sama', 'saja', 'gak', 'bisa']","['sudah', 'ulang', 'ulang', 'kenapa', 'kode', 'otp', 'gak', 'muncul', 'muncul', 'dan', 'udh', 'nunggu', 'lama', 'sama', 'saja', 'gak', 'bisa']","['ulang', 'ulang', 'kode', 'otp', 'gak', 'muncul', 'muncul', 'udh', 'nunggu', 'gak']","['ulang', 'ulang', 'kode', 'otp', 'tidak', 'muncul', 'muncul', 'sudah', 'menunggu', 'tidak']",ulang ulang kode otp tidak muncul muncul sudah menunggu tidak
542,542,Her 02,5,2024-01-31 11:38:15,Wah buat SKCK jadi lebih gampang,1,wah buat skck jadi lebih gampang,wah buat skck jadi lebih gampang,"['wah', 'buat', 'skck', 'jadi', 'lebih', 'gampang']","['wah', 'buat', 'skck', 'jadi', 'lebih', 'gampang']",['gampang'],['mudah'],mudah
543,543,Tzar_hmada,5,2024-01-31 11:03:26,"Meberikan pelayanan digital yg lumayan bagus, lanjutkan hilirisasi digital Indonesia",1,"meberikan pelayanan digital yg lumayan bagus, lanjutkan hilirisasi digital indonesia",meberikan pelayanan digital yg lumayan bagus  lanjutkan hilirisasi digital indonesia,"['meberikan', 'pelayanan', 'digital', 'yg', 'lumayan', 'bagus', 'lanjutkan', 'hilirisasi', 'digital', 'indonesia']","['meberikan', 'layan', 'digital', 'yg', 'lumayan', 'bagus', 'lanjut', 'hilir', 'digital', 'indonesia']","['meberikan', 'layan', 'digital', 'yg', 'lumayan', 'bagus', 'hilir', 'digital', 'indonesia']","['meberikan', 'layan', 'digital', 'yang', 'lumayan', 'bagus', 'hilir', 'digital', 'indonesia']",meberikan layan digital yang lumayan bagus hilir digital indonesia
544,544,Jismi Hasya,5,2024-01-31 10:33:34,Alhamdulillah kamren udh bisa lancar..sangat memudahkan kita..trima ksh,1,alhamdulillah kamren udh bisa lancar..sangat memudahkan kita..trima ksh,alhamdulillah kamren udh bisa lancar  sangat memudahkan kita  trima ksh,"['alhamdulillah', 'kamren', 'udh', 'bisa', 'lancar', 'sangat', 'memudahkan', 'kita', 'trima', 'ksh']","['alhamdulillah', 'kamren', 'udh', 'bisa', 'lancar', 'sangat', 'mudah', 'kita', 'trima', 'ksh']","['alhamdulillah', 'kamren', 'udh', 'lancar', 'mudah', 'trima', 'ksh']","['alhamdulillah', 'kamren', 'sudah', 'lancar', 'mudah', 'terima', 'kasih']",alhamdulillah kamren sudah lancar mudah terima kasih
