,userName,score,at,content
750,Fauzul Mahiroh,4,2024-01-22 01:35:10,"Apresiasi dulu buat developer pengembang aplikasinya, terima kasih banyak karena fitur yang disediakan lengkap dalam satu aplikasi. Namun saya ingin menyampaikan keluhan saya selama menggunakan aplikasi tersebut. Saat proses verifikasi sangat berat dan kurang ramah buat yang jaringannya kurang kencang menurut pusat. Karena definisi jaringan kencang tiap daerah berbeda-beda arti. Kencangnya yang tinggal di perkotaan, didesa, dipelosok, beda. Sehingga sering ditemukan kegagalan proses verifikasi."
751,Putri Wulandari,1,2024-01-22 00:44:26,APK GK GUNA
752,Devina Zukfa,5,2024-01-22 00:19:48,Apk ini sangat mempermudah banget apalagi bisa bikin skck online tanpa pergi ke polsek pokonya oke dehh🥰
753,Asmudi lamuhidi,5,2024-01-21 23:51:12,Apk yang mantap dengan fitur ringan membuat HP saya mudah mendownload apk ini karena ukuran apk ringan tapi berkualitas
754,Kolex Virgo,5,2024-01-21 18:13:52,Sangat membantu untuk mengurus segala keperluan yg berhubungan dengan polisi
755,Putra Chanel,5,2024-01-21 14:47:38,Sangat membantu sekali
756,Bram Speed,5,2024-01-21 14:30:22,"Fitur nya sangat mudah di pahami dan ringan aplikasi, semoga banyak yang pake aplikasi ini"
757,Aghnia Raissa,5,2024-01-21 14:06:49,"aplikasinya ringan bgt, mudah juga digunakannya, fiks akun ini harus dipertahankan sampai ramee"
758,Akun Epep,5,2024-01-21 13:34:19,Aplikasi nya bagus
759,Rosita,5,2024-01-21 13:26:08,Aplikasi ini sangat membantu sekali untuk saya khususnya.
760,deni arkaan,5,2024-01-21 12:13:02,"sangat membantu untuk masyarakat secara online, bisa membuat SKCK online dengan mudah, bisa baca berita DLL. good job"
761,Ria Sprytnn,5,2024-01-21 11:58:23,"Apk sangat mudah digunakan, fitur ringan, ukuran apk ringan tapi berkualitas, pertahankan apk nya sampai dipake banyak orang"
762,Masyuri Pelopor79,5,2024-01-21 11:29:13,Mantap
763,Iswah Yuni,5,2024-01-21 11:02:09,"Aplikasi sangat mudah dipakai, terdapat banyak fitur di dalamnya. Semoga kedepannya akan banyak yang menggunakannya, karena sangat mudah dipakai"
764,Eka Lestari,5,2024-01-21 10:59:30,"Aplikasi ringan, tidak makan memori dan mudah digunakan. Sangat recommended."
765,Ikhwan Habib,1,2024-01-21 10:52:46,S w 2ozcl
766,Prem Mium,5,2024-01-21 10:31:39,"Ini apk mudah digunakan dan sangat bermanfaat untuk pengurusan sim dll,jadi tidak ribet good job dah ini apk"
767,Dety Real,5,2024-01-21 09:59:19,fiturnya lengkap..pemakaian apknya gampangg
768,miranda angel,5,2024-01-21 09:40:02,Aplikasinya bagus untuk mengurus berkas secara online mudah juga digunakan
769,my video,5,2024-01-21 08:37:49,APK ini begitu user-friendly sehingga penggunaannya sangat mudah dan informatif
770,Lula Azzahra,5,2024-01-21 07:46:27,apk nya sangat mudah digunakan dan gampang untuk urus SIM maupun skck 👍 bermanfaat banget apk POLRI ini
771,Rina Rina,5,2024-01-21 07:33:15,Aplikasinya cukup mudah digunakan dan memiliki kapasitas memori yang begitu kecil
772,Arul Bewok,5,2024-01-21 07:15:27,"Aplikasi yang sangat bermanfaat, selain aplikasinya ringan, ini juga memiliki banyak fitur canggih seperti perpanjang SIM secara online dan dapat mengetahui daerah rawan polisi.."
773,Asep Kemod,5,2024-01-21 06:55:08,"Apk nya sangat baik, mudah di gunakan, fikturnya juga oke buat yang baru belajar menggunakan apknya juga"
774,fazrina aprilia,5,2024-01-21 06:41:46,"apknya ngebantu banget. bisa buat daftar perpanjangan SIM, cek e-tilang, macem2 deh. pemakaiannya juga mudah👍"
775,annida zulfaa,5,2024-01-21 06:24:34,"Aplikasinya keren, mantap polll. Selain bisa melihat area rawan polisi di aplikasi ini juga bisa perpanjang SIM secara online, jadi memudahkan karyawan yang jadwal kerjanya padat"
776,Beto be,5,2024-01-21 06:23:12,Aplikasinya mudah dan fitur ringan
777,Arya Nandana,5,2024-01-21 06:20:02,Aplikasinya bagus cocok digunakan di saat kita lagi butuh dan fiturnya mudah untuk di gunakan
778,Rina Lidya,5,2024-01-21 06:02:19,"Aplikasinya bagus dan mantap, sangat mudah digunakan, fiturnya ringan, aplikasinya ringan tapi berkualitas. Hidup POLRI"
779,ayu liyani,5,2024-01-21 05:54:02,Ukuran apk ringan tapi berkualitas
780,Eva Peppita,5,2024-01-21 05:40:55,"aplikasi nya ringan , daftar langsung bisa ga pakai ribet ribetan . terimakasih karena sangat membantu"
781,Inge,5,2024-01-21 05:39:02,"apk sangat mudah digunakan, apk ringan tapi sangat berkualitas"
782,Iqbal Ramadhan,5,2024-01-21 05:24:46,APK sangat mudah digunakan
783,Ika Mahardika,5,2024-01-21 05:12:56,Aplikasinya mudah di gunakan cocok meski untuk pemula ringan menu jg gampang di pahami sangat membantu siip deh
784,Yohanes Manik,5,2024-01-21 04:58:19,"aplikasinya sangat mudah digunakan,fitur""nya juga mudah dipahami,jos pokonya"
785,Doris Susianti,5,2024-01-21 04:54:18,"Aplikasi ini sangat mudah digunakan, dan penyimpanan juga ringan."
786,023 MuhammadRamdhani,1,2024-01-21 04:27:37,Aplikasi Tidak guna banyak bug pasti aplikasinya kena korupsi kualitasnya jelek banget
787,Nur latifah,5,2024-01-21 04:27:10,"Aplikasi yang membantu saya dalam mengurus SIM, STNK dan SKCK secara online👍"
788,Kamila Mila,5,2024-01-21 03:50:38,"Aplikasinya sangat membantu dalam berkendara, jadi lebih mudah untuk mengurus surat surat , buat laporan kehilangan juga langsung di respon.aplikasinya ringan, fitur lengkap 👍"
789,Ghina,5,2024-01-21 03:47:44,"Aplikasinya membantu banget, mudah di gunain juga. Aplikasinya ringan bgt, jdi ga makan byk memori. Fiturnya sangat lengkap, buat urus² masalah SIM dan STNK juga simpel bgt, buat laporan kehilangan jg langsung di respon. Top bgt sih"
790,Risma Yanti,5,2024-01-21 03:44:21,"Aplikasinya sangat bagus mudah di gunain .fitur fiturnya membantu baget,tampilan cukup menarik,simpel bgt dalam mengurus masalah sim,stnk secara online"
791,sugianto,5,2024-01-21 03:35:26,"Aplikasi ini sangat-sangat bagus, apalagi ada pembuatan SKCK online, aplikasinya juga ringan banget, fiturnya mudah dipahami juga"
792,Nadia Azzahra,5,2024-01-21 03:22:02,"ga rugi download apk polri karena apk nya sangat mudah digunakan, selain itu design ui/ux nya enak dipake ga bikin user pusing"
793,40_Akmal Alif Hidayat,5,2024-01-21 03:12:07,"aplikasinya mudah banget buat dipakai karena UI/UX nya yang bagus tampilannya, jadi tidak membingungkan ketika menggunakan"
794,Mbah Poedjiah,5,2024-01-21 02:54:54,"Ada aplikasi ini jadi memudahkan dan sangat membantu kita dalam pengurusan surat, buat skck atau mau perpanjang sim. Mudah di gunakan, ukuran aplikasinya juga ringan. Gak ribet seh jadinya, lancar semua juga."
795,Tyas Larasati,5,2024-01-21 02:49:20,Apk nya sangat mudah di gunakan.. Tidak ribet dan lengkap...
796,Yona_chani San,5,2024-01-21 02:36:31,"Apk ini bagus,apk mudah di gunakan,fitur nya ringan ,ukuran apk ini jgringan tapi berkualitas,rekomendasi bgt buat apknya ini"
797,siti arif,5,2024-01-21 01:52:16,Aplikasi ini benar benar sangat berguna dan membantu masyarakat. Dan juga menumbuhkan rasa aman dan nyaman dalam diri warga. Aplikasi yang ringan dan fitur fitur yang lengkap
798,Siti Marlinda,5,2024-01-21 01:50:01,"aplikasinya yg bermanfaat, pelayanan gercep, fitur pemakaian mudah"
799,EGITA,5,2024-01-21 01:47:51,"Mantul banget apk nya, fiturnya menarik dan pastinya ukuran apknya ringan banget, harus dipertahanin pokoknya apk ini"
800,izzeyy,5,2024-01-21 01:45:09,"aplikasi ini sgt membantu untuk mengurus surat"" kendaraan dan juga aplikasi ini sangat mudah digunakan"
801,Fitry Cupliz,5,2024-01-21 00:17:11,"Aplikasinya mudah di gunakan... Fiturnya juga lengkap, sangat membantu sekali..."
802,Koko Ar,5,2024-01-20 20:03:37,Good job team app dev
803,"Siswanto, S. Ars",5,2024-01-20 15:52:27,"Keren nih aplikasi, ringan dan mudah di gunakan.. selain itu, sangat membantu banget dalam hal perpanjangan SIM. Recommended"
804,Tukiyem Tukijem,5,2024-01-20 15:51:13,"Aplikasi terbaikk. Mudah di gunakan , dan Bener-bener memudahkan untuk memperpanjang SIM dan pembayaran STNK.."
805,Khairil Idham,2,2024-01-20 14:43:42,mau uplod pun nggk bisa gara² bug jringn
806,MUHAMMAD NUR ROCHMAN,1,2024-01-20 13:52:43,"Di aplikasi tertera bisa di kirim ke rumah tetapi tidak ada pilihan kurir yang mengantar atau tidak tersedia kurir, aplikasi ini saya anggap tidak bisa mengkafer semua kebutuhan masyarakat dan kurang maksimal"
807,fika Putri,5,2024-01-20 13:19:07,"ukuran apk nya super ringan banget jadi ga buat memori full, pertahanin ni apk sampe orang orang tau soalnya bermanfaat banget apk nya"
808,faizah arohmah,5,2024-01-20 13:02:40,"aplikasinya bagus sudah terkini, sangat mudah dipahami rekomendasi buat yang bingung sm sim dan lain lainnya"
809,aq Nisak,5,2024-01-20 12:32:43,Tak kasih bintang 5 biar makin membaik.. proses pelayanan makin mudah dan tdk ribet. Masa yg akan datang makin di perlukan pelayanan secara online.. makin semangat...
810,Karmila,5,2024-01-20 12:18:43,"Aplikasi nya gampang banget digunakan, dan fitur nya ringan, tetapi sangat berkualitas 👍👍👍"
811,deasy ratna sari,5,2024-01-20 12:02:18,"Apk nya sangat mudah digunakan dan sangat berkualitas bgt, fiturnya juga ringan bgt, Persyaratan2 yang dibutuhkan juga lengkap tertulis Pertahankan apknya sampai banyak orang yang download..."
812,bayu hidayat,2,2024-01-20 10:48:53,Inovasi bagus tp ngga jelas Saya perpanjang SIM Sudah bayar Ngga jelas statusnya Habis tu ilang status nya dr aplikasi. SIM nya ngga d kirim Duit ga balik
813,Nana Hoshi,5,2024-01-20 10:29:47,Apknya bagus tinggal dikembangkan lagi biar semakin bagus
814,Roh Mad,1,2024-01-20 10:22:28,"sudah mencoba 2x gagal dan tidak ada penjelasan data mana yang salah, padahal berkas sudah lengkap dan sesuai syarat kalo dicoba terus malah uang bisa habis dipotong admin"
815,Kevin Aditya S,5,2024-01-20 10:00:33,"Izin komandan. Apk nya mantap,size kecil tapi berkualitas. Buruan download sekarang jos gandos uhuy"
816,wahyu aji,5,2024-01-20 09:00:24,"Makin keren pelayanan polri. Apk mudah digunakan, mau ngurus ini itu jadi lebih lancar. Mantap"
817,Jossef Asperada,5,2024-01-20 08:30:11,Bagus banget praktis jadi gk perlu pergi jauh-jauh tuk perpanjang surat-surat berkendara cukup dari hp
818,Ciaa Cantika,5,2024-01-20 08:18:46,Apk sangat mudah digunakan
819,Orion20,5,2024-01-20 08:14:51,"file ringan banget, tampilan gampang dimengerti ttp pertahankan pak aplikasinya sangat membantu"
820,Anyaaa,5,2024-01-20 08:07:42,"Aplikasi nya mudah digunakan, dan sangat membantu sekali dalam proses pembuatan SKCK. Jadi ga ribet dehh"
821,nopi yanti,5,2024-01-20 08:02:18,"aplikasi ringan dan mudah, jadi gampang bikin skck lewat sini"
822,Aldapi Muhammad zaki,5,2024-01-20 07:30:03,Aplikasinya bagus sangat membantu ringan juga 🤩
823,Gustivino Mahesa,5,2024-01-20 05:19:58,Sangat membantu bagi masyarakat
824,Khamidan Kham,5,2024-01-20 05:05:12,Sangat bagus dan sangat membantu buat masyarakat yang jauh semoga jaya selalu
825,Stanly,1,2024-01-20 01:38:51,Aplikasi lawak
826,Sumarnah,1,2024-01-19 23:29:08,"Saya mau buat akun, sudah masukkan Email dan menunggu verifikasi tapi kenapa tidak ada kode verifikasi yg masuk ke Email saya??"
827,Heru Wibowo,5,2024-01-19 18:31:16,Ada nya APK PRESISI ini sangat membantu sekali cmn 1 pak utk pengambilan data fisik kalo boleh kasih saran..bisa di ambil di KALPOLSEK atau POLSEK terdekat sesuai Domisili yg kita tempati Jd engak perlu kita ambil di data fisiknya sesuai ALAMAT KTP kita pak
828,Muhammad Farhan,5,2024-01-19 15:23:51,Aplikasi nya bagus dan mudah di gunakan
829,Mysha Azzahra,5,2024-01-19 13:44:44,"aplikasi yang sangat bermanfaat dan ada beberapa fitur yang menarik mulai dari perpanjang SIM sampai perpanjang STNK dll, dan layanan nya pun mudah di pahamin. semoga kedepannya lbh maju deh buat POLRI super App 😊"
830,Kevin Kanz Kusryan,5,2024-01-19 13:02:10,Adanya aplikasi polri saya bisa ngebantu banget untuk kalo ada kriminal kalo malam bisa laporan lewat secara online
831,ilyas rukiyat,5,2024-01-19 12:40:24,"Aplikasi cocok buat yang gak mau ribet lapor ke kantor polisi, disini sudah di sediain link untuk lapor apa masalah anda ke polsek terdekat"
832,Rendi Al hafiz,5,2024-01-19 12:40:05,"Apliksi yg sngt membantu msyarakat untuk membuat surat"" dan sbgainy"
833,niluh sari30,5,2024-01-19 12:33:11,Aplikasinya sangat membantu dalam mempermudah mengurus berkas skck dll tanpa harus ngantri
834,Ks Riri,5,2024-01-19 12:27:36,Aplikasinya keren bisa ngurus SKCK lewat online skrg 👍👍
835,sewa rifki Pratama,5,2024-01-19 12:04:05,Mantab bagus
836,Ima Fatimah naira,4,2024-01-19 11:50:31,Terimaksih porli sudah berusaha untuk memeberikan pelayanan yg prktis ke warga
837,SHEEN丨ZoOメ,4,2024-01-19 11:46:50,Sngt membntu untuk membuat laporan lebih simple
838,Fio Nola,5,2024-01-19 10:59:24,Fitur nya lengkap bagus tampilan nya bagus mempermudah segala urusan rekomend banget ni apk top jempol
839,Aryuldar Aryul,5,2024-01-19 10:31:40,polri super app ini sangat bisa di andalkan dalam pengecekan data dan sangat membantu saya.makasih
840,Nizar Geming,5,2024-01-19 09:03:59,Apk nya sangat bagus bermanfaat dan ringan file nya bagus👍👍👍
841,Abdul Haliim indrawan,1,2024-01-19 08:32:04,aplikasi nya lelet
842,Rama Wirayudha,1,2024-01-19 07:12:43,Mau bikin aja di persulit
843,swan habibi,4,2024-01-19 07:08:25,Aplikasi sangat mudah digunakan dan kelengkapan berbagai macam laporan user interface.
844,irfan Afriansyah,4,2024-01-19 02:40:58,"Sangat membatu apl ini SKCK sy jd nya cepat, tp kekurangan tdk diinfokan klo perlu print bukti pendaftaran dan pembayaran on line ny"
845,Pondok Pesantren Annur Al Huda Tajinan,1,2024-01-19 01:19:40,"Bagus sih udah punya niatan pemanfaatan teknologi tapi Konfirmasi pembayaran aplikasi lama banget.. terpaksa bayar 2x langsung, dari pada nunggu konfirmasi yg lama... Setidaknya 30rb sepadan dg bintang 1 ini.. Ingat Teknologi untuk mempermudah bukan mempersulit..."
846,liantika Rizky,3,2024-01-19 00:40:00,"Dengan adanya aplikasi online ini memidahkan pengurusan dokumen, akan tetapi aplikasinya sangatlah lambat, saat pengisian data susah sekali untuk di next loading sekali gak mau pindah"", untuk saran agar kedepannya dapat diperbaiki aplikasinya untuk tidak loading lagi, Terimakasih"
847,damayyanti andriyani,1,2024-01-18 14:59:54,"Gak bisa masuk, nunggu email dan no tlp tidak masuk notifikasi nya, capek banget sama aplikasi pemerintah, pengen gampang tapi malah jadi beban 🤦‍♀️🤦‍♀️🤦‍♀️"
848,Becky Freen,1,2024-01-18 11:25:13,"Sumpah parah banget,pengajuan perpanjang sim di tolak tapi uang ga di kembalikan lagi.alasannya lagi ditelusuri dll.suruh nunggu 5hari kerja giliran udah 7hari kerja di hubungi csnya malah alasan sistem lucu ya.kalo belum siap online kenapa mesti ada aplikasi"
849,Ari Irawan,1,2024-01-18 10:29:04,Fitur live chat tidak berguna. Masa seharian gak ada balasan
850,badai rosamudra,1,2024-01-18 09:43:19,Saya sudah verifikasi tp fitur SKCK tidak ada
851,Ahmad Nizhommudien,1,2024-01-18 06:53:50,Ampun pa mau perpanjang SKCK aja susah bener loading mulu Dateng ke kantor polisi dari pagi sampe siang jam 12 ga masuk masuk minta di arahin pada diem aja tolong dong pa minta arahin/ajarin dalam pengunaan aplikasi presisi ini. Terimakasih
852,Muhammad ridho Hardiyansyah,5,2024-01-18 06:16:09,Aplikasi ini sangat membantu masyarakat sekali terimasih
853,Muhammadridho Hardiyansyah,5,2024-01-18 06:12:55,Aplikasi sangat baik dan sangat membantu untuk masyarakat
854,Renno meilita hidayah,5,2024-01-18 05:32:16,Joss salam presisi
855,Ivan Saputra,1,2024-01-18 05:29:40,Udah bayar Gaada notif gmna ini apk burik
856,nisa rohaeni,1,2024-01-18 04:11:55,"Sudah bagus online bisa membantu untuk yang mau perpanjang tapi posisi sedang merantau, eh tapi tetap saja ujung nya harus ke tempat dan banyak print2 bukti daftar online nya, bukti pembayaran, bpjs nya, belum foto dari sisi dan harus bayar lagi Sangat tidak membantu, malah jadi tambah ribet Tolong dong lebih di perbaiki lagi sistem nya yang harusnya dipermudah malah tambah ribet"
857,Nur Rahmat.078,1,2024-01-18 02:27:08,"Sangat buruk, sangat lalot dan gak bisa daftar akun, sangat sangat lalot, tidak membantu"
858,kurniawan prasetya,1,2024-01-18 01:56:00,"Tolong diperbaiki lagi aplikasi ini, Pada saat isi data buat pengajuan SKCK dan upload foto malah balik ke menu utama"
859,Muhar Aja,5,2024-01-18 00:34:25,Cukup puas
860,rocky kurniadi,1,2024-01-17 19:03:09,Apk Lemot
861,Nipp _marley,5,2024-01-17 16:46:30,Sangat membantu kebingungan masyarakat
862,Dedi Rancaekek,1,2024-01-17 15:43:44,"Kasih bintang 1 aja,kecewa gagal terus"
863,edy rahmadsyah,5,2024-01-17 14:35:31,"Aplikasi Sangat membantu ,,mantap"
864,La Baco Entertainment,1,2024-01-17 13:18:33,"Kirain daftar skck online tingkat Polres bisa mempermudah, nyatanya masih aja disuruh minta surat pengatar dari Polsek. Bukannya mempermudah, malah tambah ribet. Ini kejadiannya di Polres dekat tempat saya tinggal. Mungkin di tempat lain beda lagi."
865,vytri dwl,1,2024-01-17 13:17:49,"Saya tadi datang ke polres katanya suruh daftar online, saya coba dari siang smpe malam ini juga ga bisa juga, padahal kan cepat kalo saya langsung tadi. Mau cepat tapi jadi kemakan waktu. 🥲🥲 capet mondar mandir, Dan capek ngulang2 upload data lagi. Mohon diperbaikan lagi apk nya dong pak 🙏"
866,Yudis Tira Alhamid,5,2024-01-17 12:41:46,Klo blh di masukin cctv lalulintas biar bantu masyarakat yang mau tau lalulintas macet apa gak buat arus mudik lebaran idul fitri 2024 kak
867,Ari Januar,5,2024-01-17 12:41:12,Mengapa no HP selalu salah di notif nya.?? Padahal sudah benar!
868,Rizky Pebriansyah,1,2024-01-17 11:48:21,Gaguna... Masa udah daftar SKCK online malah disuru manual pas dah sampe disana.. Polsek
869,Rizki Utari Handayani,5,2024-01-17 09:08:18,"Aplikasinya mempermudah untuk membuat skck, hanya saja konfirmasi pembayaran nya lama lebih dari 30 menit."
870,ayu cikal,1,2024-01-17 06:42:52,Suka heran kenapa aplikasi2 ini asal dibuat padahal sama sekali ga memberi manfaat ga membantu warga Indonesia utk kemudahan ngurus dokumen penting dll aplikasi nya cuma bikin emosi doang buang2 waktu
871,Salma Nurfadilah Azzahra,1,2024-01-17 05:28:27,"Secara sistem memudahkan sih jadi cepet, tapi aplikasinya gabisa keluar masuk gitu, kalau udah isi trus keluar sebentar aja data yg kita isi ilang lagi jd harus isi dr awal."
872,Moehammad Abduel,1,2024-01-17 03:08:29,Pengabilan dipolsek kok petugasnya bilang gak bisa sih harus offline gunanya apa buat online kok suruh buat offline lagi
873,Ricky Septianto Eko sakti 12,1,2024-01-17 02:40:25,"Kirain mempermudah dengan membuat SKCK online, eh malah lebih lama dan ribet"
874,Erland Maulana,1,2024-01-17 02:33:16,"Aplikasi ini belum berguna buat proses online karna masih belum terintegrasi sampai bawah. Jangan melakukan transaksi transfer apapun kalau g ingin duit hilang, tapi kalau ingin menyumbang k POLRI silahkan. Saya sudah terlanjur proses transfer pengurusan SKCK, tp ternyata wilayah sidoarjo masih pake website dr polres dan harus membayar lagi"
875,Melians Unmehopa,1,2024-01-16 23:27:35,"Sudah di download, data"" Sudah di masukin pas di input malah tidak bisa, mending sama kayak dulu aja tidak ribet, ada apk bukannya buat masyarakat senang malah sama saja,"
876,Bayu Tirta Sandra (Home Industri Kue Basah),5,2024-01-16 22:16:25,Ok
